id,turn,player,checker_id,start,end,timestamp
jakobwolfgang,1,w,0-1,0,11,2024-10-23 15:31:03
jakobwolfgang,2,b,5-4,5,3,2024-10-24 13:25:49
jakobwolfgang,2,b,7-2,7,3,2024-10-24 13:25:49
jakobwolfgang,3,w,0-1,0,17,2024-12-21 23:03:10
jakobwolfgang,3,w,16-2,16,17,2024-12-21 23:03:10
jakobwolfgang,4,b,5-3,5,0,2024-12-22 22:27:56
jakobwolfgang,4,b,5-2,5,0,2024-12-22 22:27:56
